2018-05-29 03:27:43,878 -------------- New training session ----------------
alpha: 1
batch_size: 2
cfg: unet_dice2_redo
criterion: cross_entropy_dice
data_dir: /home/thuyen/Data/brats17/Brats17TrainingData
dataset: SingleData
gpu: '1'
name: unet_dice2_redo
net: Unet
net_params:
  dropout: 0.3
  n: 16
  norm: gn
num_epochs: 300
opt: Adam
opt_params:
  amsgrad: true
  lr: 0.001
  weight_decay: 0.0001
resume: {}
root: /home/thuyen/Data/brats17/
sample_size: 25
save_freq: 50
schedule:
  150: null
  250: null
seed: 2001
start_iter: 0
sub_sample_size: 19
target_size: 9
test_data_dir: /home/thuyen/Data/brats17/Brats17ValidationData
test_transforms: Compose([ Pad((0, 0, 0, 5, 0)), NumpyType((np.float32, np.int64)),
  ])
train_dir: /home/thuyen/Data/brats17/src/ckpts
train_list: all.txt
train_transforms: Compose([ RandCrop(128), NumpyType((np.float32, np.int64)), ])
valid_freq: 50
workers: 8

2018-05-29 03:31:30,742 Iter 106, Epoch 0.7439, Loss 0.8042
2018-05-29 03:31:32,622 Iter 107, Epoch 0.7509, Loss 0.8233
2018-05-29 03:31:34,501 Iter 108, Epoch 0.7579, Loss 0.8107
2018-05-29 03:31:36,381 Iter 109, Epoch 0.7649, Loss 0.8211
2018-05-29 03:31:38,259 Iter 110, Epoch 0.7719, Loss 0.7267
2018-05-29 03:31:40,139 Iter 111, Epoch 0.7789, Loss 0.7937
2018-05-29 03:31:42,020 Iter 112, Epoch 0.7860, Loss 0.6347
2018-05-29 03:31:43,900 Iter 113, Epoch 0.7930, Loss 0.5623
2018-05-29 03:31:45,782 Iter 114, Epoch 0.8000, Loss 0.7522
2018-05-29 03:31:47,663 Iter 115, Epoch 0.8070, Loss 0.5328
2018-05-29 03:31:49,542 Iter 116, Epoch 0.8140, Loss 0.8296
2018-05-29 03:31:51,422 Iter 117, Epoch 0.8211, Loss 0.5715
2018-05-29 03:31:53,301 Iter 118, Epoch 0.8281, Loss 0.6790
2018-05-29 03:31:55,180 Iter 119, Epoch 0.8351, Loss 1.0178
2018-05-29 03:31:57,059 Iter 120, Epoch 0.8421, Loss 0.6614
2018-05-29 03:31:58,938 Iter 121, Epoch 0.8491, Loss 0.8422
2018-05-29 03:32:00,819 Iter 122, Epoch 0.8561, Loss 0.7745
2018-05-29 03:32:02,701 Iter 123, Epoch 0.8632, Loss 1.0541
2018-05-29 03:32:04,581 Iter 124, Epoch 0.8702, Loss 0.6154
2018-05-29 03:32:06,459 Iter 125, Epoch 0.8772, Loss 0.5946
2018-05-29 03:32:08,339 Iter 126, Epoch 0.8842, Loss 0.7981
2018-05-29 03:32:10,222 Iter 127, Epoch 0.8912, Loss 0.7043
2018-05-29 03:32:12,102 Iter 128, Epoch 0.8982, Loss 0.7631
2018-05-29 03:32:13,985 Iter 129, Epoch 0.9053, Loss 0.6104
2018-05-29 03:32:15,865 Iter 130, Epoch 0.9123, Loss 0.8747
2018-05-29 03:32:17,745 Iter 131, Epoch 0.9193, Loss 0.6613
2018-05-29 03:32:19,626 Iter 132, Epoch 0.9263, Loss 0.5113
2018-05-29 03:32:21,506 Iter 133, Epoch 0.9333, Loss 0.6821
2018-05-29 03:32:23,385 Iter 134, Epoch 0.9404, Loss 0.9529
2018-05-29 03:32:25,264 Iter 135, Epoch 0.9474, Loss 0.8237
2018-05-29 03:32:27,142 Iter 136, Epoch 0.9544, Loss 0.7313
2018-05-29 03:32:29,021 Iter 137, Epoch 0.9614, Loss 0.7383
2018-05-29 03:32:30,901 Iter 138, Epoch 0.9684, Loss 0.6559
2018-05-29 03:32:32,783 Iter 139, Epoch 0.9754, Loss 0.8125
2018-05-29 03:32:34,664 Iter 140, Epoch 0.9825, Loss 0.6163
2018-05-29 03:32:36,544 Iter 141, Epoch 0.9895, Loss 0.7611
2018-05-29 03:32:38,422 Iter 142, Epoch 0.9965, Loss 0.7152
